,words,ner_tags,bio
81,"['the', 'snow', 'leopard', 'ha', 'been', 'considered', 'a', '``', 'big', 'cat', ""''"", 'since', '2008']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O']"
82,"['unlike', 'the', 'other', '``', 'big', 'cat', ""''"", 'they', 'can', 'not', 'roar']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O']"
83,"['the', 'squirrel', 'is', 'a', 'rodent', 'related', 'to', 'marmot', 'and', 'prairie', 'dog']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN']"
84,"['the', 'siberian', 'tiger', 'is', 'also', 'known', 'a', 'the', 'amur', 'tiger']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","['O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN']"
85,"['the', 'tiger', 'is', 'the', 'largest', 'of', 'the', 'four', '``', 'big', 'cat', ""''""]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O']"
86,"['tiger', 'love', 'water', 'playing', 'swimming', 'and', 'snoozing', 'in', 'it']","[1, 0, 0, 0, 0, 0, 0, 0, 0]","['B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
87,"['there', 'are', '3', 'time', 'a', 'many', 'tiger', 'kept', 'a', 'personal', 'pet', 'in', 'the', 'you.s', 'than', 'exist', 'in', 'the', 'wild']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
88,"['tiger', 'can', 'eat', '60', 'pound', 'of', 'meat', 'at', 'one', 'time']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
89,"['a', 'group', 'of', 'tiger', 'is', 'called', 'a', '``', 'streak', ""''""]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O']"
90,"['tiger', 'can', 'be', 'found', 'both', 'on', 'tropical', 'island', 'and', 'in', 'the', 'snow', 'covered', 'wilderness', 'of', 'siberia']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
91,"['wolf', 'lift', 'their', 'leg', 'to', 'urinate', 'on', 'tree', 'just', 'like', 'dog']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN']"
92,"['contrary', 'to', 'some', 'claim', 'zebra', 'like', 'all', 'other', 'equine', 'identify', 'each', 'other', 'by', 'smell', 'and', 'vocalization', 'not', 'by', 'their', 'stripe']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
93,"['the', 'zebra', 'stripe', 'make', 'it', 'more', 'difficult', 'for', 'predator', 'to', 'target', 'one', 'individual', 'out', 'of', 'the', 'herd']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
94,"['albino', 'zebra', 'occasionally', 'occur', 'in', 'the', 'wild', 'often', 'called', '``', 'golden', 'zebra', ""''"", 'they', 'are', 'not', 'true', 'albino', 'but', 'have', 'pale', 'tan', 'or', 'golden', 'stripe', 'and', 'light', 'brown', 'or', 'even', 'blue', 'eye']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
95,"['aardwolf', 'can', 'eat', 'up', 'to', '300,000', 'termite', 'in', 'a', 'single', 'night', 'they', 'can', 'produce', 'twice', 'the', 'amount', 'of', 'saliva', 'that', 'a', 'dog', 'of', 'a', 'similar', 'size', 'can', 'making', 'them', 'very', 'efficient', 'termite', 'hunter']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
96,"['aardwolf', 'can', 'emit', 'a', 'foul-smelling', 'liquid', 'from', 'it', 'anal', 'gland', 'to', 'ward', 'off', 'predator', 'the', 'musky', 'pungent', 'fluid', 'can', 'be', 'enough', 'to', 'scare', 'off', 'a', 'predator', 'such', 'a', 'a', 'dog']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN']"
97,"['aardwolf', 'are', 'more', 'closely', 'related', 'to', 'feline', 'despite', 'somewhat', 'resembling', 'a', 'dog-come-fox', 'the', 'aardwolf', 'is', 'actually', 'more', 'closely', 'related', 'to', 'cat']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN']"
98,"['they', 'have', 'many', 'different', 'name', 'atlantic', 'wolffish', 'are', 'also', 'called', 'seawolves', 'ocean', 'catfish', 'devil', 'fish', 'sea', 'cat', 'and', 'woof', 'their', 'pacific', 'ocean', 'relative', 'the', 'wolffish', 'anarrhichthys', 'ocellatus', 'is', 'known', 'a', 'the', 'wolf', 'eel']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
99,"['the', 'word', 'axolotl', 'come', 'from', 'the', 'ancient', 'aztec', 'who', 'revered', 'them', 'and', 'translates', 'to', 'mean', '‘', 'water', 'dog', '’', '..', 'the', 'axolotl', 'ha', 'a', 'mythological', 'connection', 'to', 'xolotl', 'which', 'wa', 'a', 'dog-headed', 'aztec', 'god', 'in', 'mythology', 'xolotl', 'wa', 'the', 'god', 'of', 'fire', 'lightning', 'deformity', 'and', 'death', 'according', 'to', 'myth', 'the', 'aztec', 'god', 'needed', 'to', 'sacrifice', 'themselves', 'to', 'the', 'sun', 'to', 'keep', 'it', 'alive', 'and', 'moving', 'across', 'the', 'sky', 'however', 'xolotl', 'wa', 'fearful', 'of', 'being', 'sacrificed', 'and', 'transformed', 'into', 'a', 'maguery', 'plant', 'and', 'then', 'an', 'axolotl', 'to', 'hide']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
100,"['there', 'may', 'be', 'social', 'reason', 'baboon', 'groom', 'each', 'other', 'it', 'is', 'well', 'known', 'that', 'baboon', 'and', 'monkey', 'groom', 'each', 'other', 'to', 'remove', 'tick', 'and', 'other', 'pest', 'however', 'there', 'ha', 'also', 'been', 'evidence', 'of', 'baboon', 'grooming', 'to', 'curry', 'favor', 'and', 'seek', 'assistance', 'from', 'higher-ranking', 'member', 'of', 'the', 'troop', '5']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
101,"['they', 'control', 'their', 'body', 'temperature', 'with', 'their', 'ear', 'too', 'most', 'hairy', 'mammal', 'have', 'some', 'part', 'of', 'their', 'body', 'that', 'is', 'bald', 'and', 'exposed', 'to', 'the', 'element', 'if', 'you', 'have', 'ever', 'seen', 'a', 'dog', 'panting', 'that', 'is', 'how', 'they', 'use', 'their', 'tongue', 'to', 'conduct', 'their', 'body', 'heat', 'away', 'from', 'themselves', 'to', 'cool', 'down', 'primate', 'have', 'bald', 'face', 'and', 'palm', 'into', 'which', 'they', 'pump', 'blood', 'ever', 'get', 'red-faced', 'when', 'exercising', 'when', 'it', 'is', 'hot', 'and', 'restrict', 'flow', 'from', 'when', 'it', 'is', 'cold']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
102,"['introduced', 'specie', 'are', 'a', 'severe', 'threat', 'to', 'bilby', 'bilby', 'have', 'evolved', 'alongside', 'predation', 'from', 'monitor', 'lizard', 'eagle', 'and', 'snake', 'but', 'they', 'are', 'not', 'adapted', 'to', 'cope', 'with', 'introduced', 'red', 'fox', 'cat', 'or', 'dingo', 'all', 'of', 'which', 'find', 'them', 'to', 'be', 'an', 'easy', 'meal']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
103,"['their', 'long', 'tail', 'can', 'act', 'like', 'an', 'extra', 'arm', 'a', 'binturong', '’', 's', 'tail', 'can', 'measure', 'almost', 'the', 'same', 'length', 'a', 'it', 'body', 'like', 'an', 'elephant', '’', 's', 'trunk', 'it', 'is', 'prehensile', 'meaning', 'it', 'can', 'grasp', 'onto', 'item', 'and', 'maneuver', 'them']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
104,"['despite', 'being', 'called', '‘', 'bearcat', '’', 'they', 'are', 'not', 'related', 'to', 'bear', 'or', 'cat', '..', 'they', 'are', 'in', 'fact', 'more', 'closely', 'related', 'to', 'member', 'of', 'the', 'viverridae', 'family', 'which', 'include', 'civet', 'and', 'genet']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
105,"['they', 'do', 'not', 'fear', 'water', 'and', 'are', 'quite', 'capable', 'swimmer', 'unlike', 'cat', 'binturong', 'can', 'dive', 'and', 'swim', 'in', 'shallow', 'water', 'they', 'eat', 'fish', 'and', 'other', 'small', 'mammal']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
106,"['bison', 'are', 'the', 'largest', 'mammal', 'in', 'north', 'america', 'male', 'bison', 'called', 'bull', 'are', 'generally', 'larger', 'than', 'female', 'cow', 'and', 'they', 'can', 'weigh', 'up', 'to', '2,000', 'pound', 'and', 'stand', 'a', 'high', 'a', '6ft', '7', '3.5m']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
107,"['a', 'baby', 'bison', 'is', 'referred', 'to', 'a', 'a', '‘', 'red', 'dog', '’', 'this', 'is', 'because', 'bison', 'calf', 'are', 'born', 'orange-red', 'in', 'color', 'earning', 'them', 'the', 'nickname', '‘', 'red', 'dog', '’', 'in', 'america', 'after', 'a', 'few', 'month', 'their', 'hair', 'schanges', 'to', 'dark', 'brown']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
108,"['rhino', 'are', 'mega', 'beast', 'back', 'in', 'the', 'pliocene', 'early', 'hominid', 'shared', 'a', 'space', 'with', 'sabre-toothed', 'tiger', 'and', 'sloth', 'the', 'size', 'of', 'bus', 'giant', 'armadillo', 'mastodon', 'and…', 'modern', 'rhino', 'emerged', 'around', 'this', 'time', 'a', 'speciation', 'between', 'the', 'grazing', 'white', 'rhino', 'and', 'the', 'browsing', 'black', 'rhino', 'occurred']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
109,"['rhino', 'are', 'notoriously', 'aggressive', 'evolution', 'work', 'in', 'a', 'way', 'that', 'leaf', 'only', 'the', 'most', 'adept', 'behind', 'in', 'the', 'case', 'of', 'the', 'ancient', 'large', 'mammal', 'only', 'the', 'grumpiest', 'and', 'most', 'proactively', 'violent', 'survived', 'human', 'hunter', 'and', 'rhino', 'just', 'like', 'elephant', 'evolved', 'alongside', 'human', 'to', 'develop', 'this', 'survival', 'trait']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
110,"['they', 'were', 'voted', 'the', 'world', 'ugliest', 'animal', 'in', 'a', '2013', 'online', 'poll', '..', 'when', 'the', 'ugly', 'animal', 'preservation', 'society', 'needed', 'a', 'new', 'mascot', 'they', 'decided', 'to', 'put', 'it', 'to', 'public', 'vote', 'the', 'blobfish', 'wa', 'resoundingly', 'named', 'a', 'the', 'ugliest', 'animal', 'alive', 'with', '795', 'vote', 'of', '3,000', 'beating', 'the', 'proboscis', 'monkey', 'the', 'aquatic', 'scrotum', 'frog', 'and', 'pubic', 'louse', 'for', 'the', 'top', 'spot', '‘', 'honour', '’', 'however', 'the', 'popular', '‘', 'ugly', 'stereotype', '’', 'is', 'rather', 'misleading']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
111,"['they', 'live', 'inside', 'spider', 'burrow', 'blueys', 'love', 'burrow', 'generally', 'deep', 'vertical', 'and', 'a', 'tight', 'a', 'they', 'can', 'fit', 'into', 'these', 'are', 'their', 'safe', 'space', 'and', 'with', 'a', 'diversity', 'of', 'lizard', 'shape', 'and', 'size', 'a', 'diversity', 'of', 'spider', 'burrow', 'to', 'fit', 'them', 'becomes', 'a', 'necessity']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
112,"['they', 'sometimes', 'have', 'to', 'share', 'these', 'burrow', 'can', 'be', 'few', 'and', 'far-between', 'in', 'which', 'case', 'they', 'have', 'been', 'spotted', 'sharing', 'the', 'space', 'with', 'other', 'member', 'of', 'the', 'specie', 'this', 'is', 'quite', 'unusual', 'for', 'lizard', 'who', 'typically', 'do', 'not', 'like', 'one', 'another', 'very', 'often']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
113,"['they', 'are', 'at', 'war', 'with', 'tick', 'larger', 'lizard', 'occupying', 'the', 'most', 'resource-rich', 'area', 'are', 'also', 'the', 'one', 'most', 'heavily', 'burdened', 'by', 'tick', 'infestation', 'it', 'seems', 'that', 'the', 'life', 'of', 'a', 'bluey', 'is', 'all', 'about', 'finding', 'the', 'balance', 'between', 'food', 'and', 'parasite', 'prevalence', 'and', 'sadly', 'too', 'many', 'tick', 'reduce', 'the', 'animal', '’', 's', 'mobility', 'and', 'energy', 'expenditure']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
114,"['the', 'tongue', 'of', 'the', 'blue', 'whale', 'is', 'a', 'big', 'a', 'an', 'elephant', '..', 'aside', 'from', 'cleaning', 'krill', 'from', 'the', 'plate', 'in', 'it', 'mouth', 'the', 'blue', 'whale', 'tongue', 'weighs', 'about', 'a', 'much', 'a', 'an', 'elephant', 'or', 'a', 'daily', 'car', '1']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O']"
115,"['they', 'are', '3rd', 'highest', 'specie', 'to', 'cause', 'unprovoked', 'attack', 'on', 'human', 'behind', 'the', 'great', 'white', 'shark', 'and', 'the', 'tiger', 'shark']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O']"
116,"['they', 'are', 'ruminant', 'ruminant', 'are', 'animal', 'such', 'a', 'cow', 'that', 'regurgitate', 'food', 'from', 'their', 'stomach', 'and', 'chew', 'it', 'to', 'further', 'break', 'it', 'down']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
117,"['camel', 'are', 'very', 'social', 'animal', 'like', 'cow', 'and', 'sheep', 'camel', 'live', 'in', 'herd']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O']"
